report_id,comment_id,account_id,report_reason,reported_at,reporter_type
REP-000095,COM-000203,ACC-000021,fake_engagement,2026-06-02 16:57:05,user
REP-000096,COM-000204,ACC-000021,spam,2026-06-01 08:21:16,automated_system
REP-000097,COM-000206,ACC-000021,fake_engagement,2026-06-01 01:31:00,automated_system
REP-000098,COM-000206,ACC-000021,spam,2026-06-01 17:20:38,user
REP-000099,COM-000207,ACC-000021,spam,2026-06-04 18:45:08,automated_system
REP-000100,COM-000207,ACC-000021,spam,2026-06-04 08:12:13,user
REP-000101,COM-000207,ACC-000021,fake_engagement,2026-06-01 04:29:40,trusted_flagger
REP-000102,COM-000208,ACC-000021,spam,2026-06-03 04:31:46,trusted_flagger
REP-000103,COM-000209,ACC-000021,spam,2026-06-01 20:33:44,automated_system
REP-000104,COM-000211,ACC-000021,fake_engagement,2026-06-02 10:16:34,trusted_flagger
REP-000105,COM-000211,ACC-000021,spam,2026-06-04 00:04:30,trusted_flagger
REP-000106,COM-000212,ACC-000021,spam,2026-06-04 21:43:39,trusted_flagger
REP-000107,COM-000216,ACC-000021,fake_engagement,2026-06-01 02:52:01,automated_system
REP-000108,COM-000216,ACC-000021,spam,2026-06-02 15:49:06,user
REP-000109,COM-000216,ACC-000021,spam,2026-06-04 03:41:39,user
REP-000110,COM-000217,ACC-000021,fake_engagement,2026-06-01 04:11:53,user
REP-000111,COM-000218,ACC-000021,fake_engagement,2026-06-04 06:29:02,user
REP-000112,COM-000221,ACC-000021,spam,2026-06-04 06:51:40,user
REP-000113,COM-000225,ACC-000021,fake_engagement,2026-06-03 15:31:59,user
REP-000114,COM-000225,ACC-000021,fake_engagement,2026-06-04 11:02:44,user
REP-000115,COM-000225,ACC-000021,fake_engagement,2026-06-03 01:08:53,trusted_flagger
REP-000116,COM-000226,ACC-000021,fake_engagement,2026-06-01 11:30:54,user
REP-000117,COM-000226,ACC-000021,fake_engagement,2026-06-04 20:25:19,user
REP-000118,COM-000228,ACC-000021,fake_engagement,2026-06-02 09:28:21,automated_system
REP-000119,COM-000228,ACC-000021,spam,2026-06-01 06:27:22,user
REP-000120,COM-000228,ACC-000021,fake_engagement,2026-06-02 07:33:50,user
REP-000121,COM-000229,ACC-000021,spam,2026-06-01 18:08:36,user
REP-000122,COM-000229,ACC-000021,fake_engagement,2026-05-31 07:10:56,automated_system
REP-000123,COM-000230,ACC-000021,spam,2026-06-02 15:51:12,automated_system
REP-000124,COM-000230,ACC-000021,fake_engagement,2026-06-01 05:10:50,automated_system
REP-000125,COM-000258,ACC-000025,spam,2026-05-30 07:39:01,automated_system
REP-000126,COM-000259,ACC-000025,spam,2026-06-01 18:49:14,automated_system
REP-000127,COM-000279,ACC-000029,fake_engagement,2026-05-28 14:43:04,user
REP-000128,COM-000279,ACC-000029,fake_engagement,2026-05-28 08:07:14,user
REP-000129,COM-000281,ACC-000029,fake_engagement,2026-05-23 17:33:15,user
REP-000130,COM-000283,ACC-000029,spam,2026-06-02 18:43:34,automated_system
REP-000131,COM-000283,ACC-000029,spam,2026-06-04 04:18:06,automated_system
REP-000132,COM-000283,ACC-000029,fake_engagement,2026-06-02 03:36:05,user
REP-000133,COM-000283,ACC-000029,spam,2026-06-04 19:24:57,automated_system
REP-000134,COM-000284,ACC-000029,spam,2026-05-25 21:57:11,user
REP-000135,COM-000285,ACC-000029,fake_engagement,2026-05-22 04:54:48,automated_system
REP-000136,COM-000285,ACC-000029,fake_engagement,2026-05-25 01:53:26,user
REP-000137,COM-000285,ACC-000029,spam,2026-05-24 12:38:33,automated_system
REP-000138,COM-000285,ACC-000029,fake_engagement,2026-05-23 13:10:11,user
REP-000139,COM-000286,ACC-000029,spam,2026-05-25 15:09:12,trusted_flagger
REP-000140,COM-000287,ACC-000029,spam,2026-06-02 10:40:19,automated_system
REP-000141,COM-000288,ACC-000029,fake_engagement,2026-05-31 21:23:57,user
REP-000142,COM-000291,ACC-000029,spam,2026-06-02 00:17:54,user
REP-000143,COM-000294,ACC-000029,fake_engagement,2026-06-02 05:02:07,trusted_flagger
REP-000144,COM-000295,ACC-000029,fake_engagement,2026-06-02 13:37:52,automated_system
REP-000145,COM-000295,ACC-000029,spam,2026-06-01 04:49:18,automated_system
REP-000146,COM-000297,ACC-000029,fake_engagement,2026-06-02 21:49:53,automated_system
REP-000147,COM-000297,ACC-000029,fake_engagement,2026-06-04 08:42:24,automated_system
REP-000148,COM-000298,ACC-000029,spam,2026-05-30 02:17:02,user
REP-000149,COM-000298,ACC-000029,fake_engagement,2026-05-28 07:53:58,user
REP-000150,COM-000298,ACC-000029,spam,2026-05-29 08:34:24,user
REP-000151,COM-000298,ACC-000029,spam,2026-05-28 22:35:07,automated_system
REP-000152,COM-000300,ACC-000029,fake_engagement,2026-06-01 06:38:01,user
REP-000153,COM-000300,ACC-000029,spam,2026-06-02 20:59:44,user
REP-000154,COM-000301,ACC-000029,spam,2026-06-02 16:37:25,trusted_flagger
REP-000155,COM-000302,ACC-000029,fake_engagement,2026-05-26 01:36:51,user
REP-000156,COM-000303,ACC-000029,fake_engagement,2026-05-27 18:31:54,automated_system
REP-000157,COM-000307,ACC-000031,fake_engagement,2026-06-01 10:00:15,automated_system
REP-000158,COM-000308,ACC-000031,spam,2026-05-30 22:39:27,user
REP-000159,COM-000308,ACC-000031,fake_engagement,2026-05-29 02:33:55,user
REP-000160,COM-000309,ACC-000031,fake_engagement,2026-05-29 08:36:01,automated_system
REP-000161,COM-000310,ACC-000031,spam,2026-06-04 08:46:05,trusted_flagger
REP-000162,COM-000311,ACC-000031,fake_engagement,2026-05-30 03:30:31,automated_system
REP-000163,COM-000312,ACC-000031,spam,2026-06-01 15:48:59,automated_system
REP-000164,COM-000312,ACC-000031,fake_engagement,2026-05-30 13:27:33,user
REP-000165,COM-000312,ACC-000031,fake_engagement,2026-05-31 01:20:41,user
REP-000166,COM-000313,ACC-000031,fake_engagement,2026-06-02 07:42:49,user
REP-000167,COM-000313,ACC-000031,fake_engagement,2026-06-04 19:20:23,user
REP-000168,COM-000313,ACC-000031,spam,2026-06-01 08:19:19,automated_system
REP-000169,COM-000313,ACC-000031,fake_engagement,2026-06-01 05:28:27,user
REP-000170,COM-000316,ACC-000031,spam,2026-06-01 07:03:10,automated_system
REP-000171,COM-000316,ACC-000031,spam,2026-06-04 19:11:16,automated_system
REP-000172,COM-000317,ACC-000031,spam,2026-05-31 11:50:15,user
REP-000173,COM-000317,ACC-000031,spam,2026-05-31 16:25:59,user
REP-000174,COM-000317,ACC-000031,fake_engagement,2026-05-30 00:58:16,user
REP-000175,COM-000318,ACC-000031,spam,2026-06-02 10:29:31,automated_system
REP-000176,COM-000321,ACC-000031,fake_engagement,2026-06-01 16:08:22,user
REP-000177,COM-000323,ACC-000031,fake_engagement,2026-05-28 02:57:08,automated_system
REP-000178,COM-000323,ACC-000031,fake_engagement,2026-05-31 15:12:59,user
REP-000179,COM-000323,ACC-000031,spam,2026-05-30 20:47:02,automated_system
REP-000180,COM-000324,ACC-000031,spam,2026-06-01 07:49:10,user
REP-000181,COM-000324,ACC-000031,spam,2026-06-01 02:16:18,automated_system
REP-000182,COM-000324,ACC-000031,spam,2026-05-31 06:32:47,user
REP-000183,COM-000325,ACC-000031,fake_engagement,2026-05-29 17:24:36,user
REP-000184,COM-000325,ACC-000031,spam,2026-05-30 14:20:25,automated_system
REP-000185,COM-000325,ACC-000031,spam,2026-05-31 07:01:57,user
REP-000186,COM-000326,ACC-000031,fake_engagement,2026-05-30 11:05:20,automated_system
REP-000187,COM-000326,ACC-000031,fake_engagement,2026-05-30 18:05:20,automated_system
REP-000188,COM-000326,ACC-000031,fake_engagement,2026-06-01 16:19:24,user
REP-000189,COM-000326,ACC-000031,fake_engagement,2026-06-01 07:21:27,user
REP-000190,COM-000329,ACC-000032,spam,2026-05-11 23:56:41,user
REP-000191,COM-000329,ACC-000032,misinformation,2026-05-12 19:33:05,automated_system
REP-000192,COM-000332,ACC-000032,misinformation,2026-04-28 16:18:43,user
REP-000193,COM-000332,ACC-000032,spam,2026-04-29 09:45:57,user
REP-000194,COM-000337,ACC-000032,misinformation,2026-05-07 10:23:08,user
REP-000195,COM-000337,ACC-000032,misinformation,2026-05-09 12:34:14,automated_system
REP-000196,COM-000337,ACC-000032,spam,2026-05-08 01:50:16,user
REP-000197,COM-000337,ACC-000032,misinformation,2026-05-08 21:16:01,automated_system
REP-000198,COM-000338,ACC-000032,misinformation,2026-05-02 23:27:03,automated_system
REP-000199,COM-000338,ACC-000032,spam,2026-05-03 23:22:24,user
REP-000200,COM-000338,ACC-000032,spam,2026-05-02 21:39:44,user
REP-000201,COM-000341,ACC-000032,misinformation,2026-06-03 08:02:18,automated_system
REP-000202,COM-000347,ACC-000032,misinformation,2026-05-16 09:19:43,user
REP-000203,COM-000348,ACC-000032,misinformation,2026-05-20 19:49:57,user
REP-000204,COM-000349,ACC-000032,spam,2026-05-23 12:01:21,user
REP-000205,COM-000351,ACC-000032,spam,2026-04-25 23:26:42,user
REP-000206,COM-000356,ACC-000032,misinformation,2026-05-02 23:02:12,automated_system
REP-000207,COM-000363,ACC-000032,misinformation,2026-05-06 21:45:57,trusted_flagger
REP-000208,COM-000364,ACC-000032,misinformation,2026-05-12 08:00:57,user
REP-000209,COM-000364,ACC-000032,spam,2026-05-09 17:38:12,automated_system
REP-000210,COM-000365,ACC-000032,spam,2026-05-24 12:35:19,trusted_flagger
REP-000211,COM-000366,ACC-000032,spam,2026-05-01 05:20:44,automated_system
REP-000212,COM-000367,ACC-000032,spam,2026-06-02 00:23:29,trusted_flagger
REP-000213,COM-000370,ACC-000032,misinformation,2026-05-07 07:19:23,user
REP-000214,COM-000382,ACC-000034,fake_engagement,2026-05-27 09:02:14,user
REP-000215,COM-000383,ACC-000034,fake_engagement,2026-05-28 10:47:40,automated_system
REP-000216,COM-000395,ACC-000037,spam,2026-05-30 14:46:03,automated_system
REP-000217,COM-000396,ACC-000037,spam,2026-06-03 18:03:21,user
REP-000218,COM-000396,ACC-000037,fake_engagement,2026-06-03 06:15:04,user
REP-000219,COM-000397,ACC-000037,fake_engagement,2026-06-01 00:12:08,automated_system
REP-000220,COM-000397,ACC-000037,spam,2026-06-03 04:00:56,automated_system
REP-000221,COM-000399,ACC-000037,fake_engagement,2026-06-01 12:49:33,user
REP-000222,COM-000399,ACC-000037,fake_engagement,2026-06-02 08:42:14,user
REP-000223,COM-000401,ACC-000037,spam,2026-06-03 11:48:29,trusted_flagger
REP-000224,COM-000402,ACC-000037,spam,2026-05-30 20:20:37,user
REP-000225,COM-000403,ACC-000037,spam,2026-06-01 08:15:12,user
REP-000226,COM-000403,ACC-000037,spam,2026-06-01 07:40:07,user
REP-000227,COM-000405,ACC-000037,fake_engagement,2026-06-02 18:20:05,user
REP-000228,COM-000405,ACC-000037,fake_engagement,2026-05-31 22:36:21,automated_system
REP-000229,COM-000405,ACC-000037,spam,2026-06-01 19:51:35,trusted_flagger
REP-000230,COM-000411,ACC-000037,spam,2026-06-03 03:44:15,user
REP-000231,COM-000414,ACC-000037,spam,2026-05-31 04:30:20,trusted_flagger
REP-000232,COM-000415,ACC-000037,spam,2026-06-01 07:26:35,user
REP-000233,COM-000417,ACC-000037,fake_engagement,2026-06-03 04:11:45,user
REP-000234,COM-000417,ACC-000037,fake_engagement,2026-06-01 21:15:38,automated_system
REP-000235,COM-000418,ACC-000037,fake_engagement,2026-06-02 18:31:32,user
REP-000236,COM-000418,ACC-000037,fake_engagement,2026-06-01 09:36:45,automated_system
REP-000237,COM-000419,ACC-000037,spam,2026-05-31 10:09:16,user
REP-000238,COM-000421,ACC-000037,spam,2026-06-01 20:21:45,trusted_flagger
REP-000239,COM-000424,ACC-000037,fake_engagement,2026-06-01 16:42:10,automated_system
REP-000240,COM-000433,ACC-000037,spam,2026-06-01 01:22:36,user
REP-000241,COM-000435,ACC-000037,fake_engagement,2026-06-01 14:43:08,user
REP-000242,COM-000435,ACC-000037,fake_engagement,2026-06-01 08:23:56,trusted_flagger
REP-000243,COM-000437,ACC-000037,fake_engagement,2026-05-31 21:23:09,user
REP-000244,COM-000437,ACC-000037,spam,2026-06-01 16:29:51,user
REP-000245,COM-000437,ACC-000037,fake_engagement,2026-06-01 18:44:45,automated_system
REP-000246,COM-000439,ACC-000037,spam,2026-06-01 14:44:35,user
REP-000247,COM-000439,ACC-000037,fake_engagement,2026-06-01 06:32:10,user
REP-000248,COM-000439,ACC-000037,spam,2026-06-03 02:16:41,automated_system
REP-000249,COM-000441,ACC-000037,fake_engagement,2026-05-31 04:19:03,user
REP-000250,COM-000443,ACC-000037,fake_engagement,2026-06-02 02:00:39,automated_system
REP-000251,COM-000451,ACC-000037,spam,2026-06-03 01:04:44,user
REP-000252,COM-000455,ACC-000038,misinformation,2023-12-05 13:00:42,user
REP-000253,COM-000456,ACC-000039,harassment,2024-09-27 19:10:58,user
REP-000254,COM-000457,ACC-000039,harassment,2024-10-28 12:40:01,automated_system
REP-000255,COM-000458,ACC-000039,harassment,2025-09-08 06:10:35,automated_system
REP-000256,COM-000461,ACC-000039,harassment,2025-12-17 09:24:05,user
REP-000257,COM-000461,ACC-000039,harassment,2025-12-17 11:43:04,user
REP-000258,COM-000461,ACC-000039,hate_speech,2025-12-19 20:56:08,user
REP-000259,COM-000462,ACC-000039,hate_speech,2024-08-04 22:34:43,user
REP-000260,COM-000462,ACC-000039,hate_speech,2024-08-05 05:08:44,user
REP-000261,COM-000464,ACC-000039,harassment,2025-11-21 09:44:26,trusted_flagger
REP-000262,COM-000464,ACC-000039,hate_speech,2025-11-20 02:52:53,user
REP-000263,COM-000466,ACC-000039,hate_speech,2026-01-16 03:43:37,automated_system
REP-000264,COM-000469,ACC-000039,hate_speech,2024-05-27 03:30:40,automated_system
REP-000265,COM-000469,ACC-000039,hate_speech,2024-05-28 07:52:57,trusted_flagger
REP-000266,COM-000471,ACC-000039,hate_speech,2024-09-06 19:08:42,user
REP-000267,COM-000472,ACC-000039,hate_speech,2025-05-24 05:12:29,user
REP-000268,COM-000474,ACC-000039,harassment,2024-05-03 07:13:47,trusted_flagger
REP-000269,COM-000569,ACC-000054,impersonation,2026-05-25 23:18:21,user
REP-000270,COM-000571,ACC-000054,scam,2026-05-31 02:33:52,user
REP-000271,COM-000574,ACC-000054,impersonation,2026-05-29 21:40:09,user
REP-000272,COM-000577,ACC-000054,scam,2026-06-02 15:52:56,user
REP-000273,COM-000577,ACC-000054,impersonation,2026-05-31 04:02:07,trusted_flagger
REP-000274,COM-000577,ACC-000054,impersonation,2026-06-03 11:59:06,user
REP-000275,COM-000578,ACC-000054,scam,2026-05-30 15:26:49,automated_system
REP-000276,COM-000579,ACC-000054,scam,2026-05-30 15:39:10,user
REP-000277,COM-000583,ACC-000054,impersonation,2026-05-28 03:08:08,user
REP-000278,COM-000584,ACC-000054,scam,2026-05-27 18:39:11,trusted_flagger
REP-000279,COM-000587,ACC-000054,impersonation,2026-05-29 09:53:54,trusted_flagger
REP-000280,COM-000590,ACC-000054,impersonation,2026-05-31 12:21:33,trusted_flagger
REP-000281,COM-000590,ACC-000054,scam,2026-05-29 03:55:42,user
REP-000282,COM-000593,ACC-000054,impersonation,2026-05-30 17:51:36,trusted_flagger
REP-000283,COM-000595,ACC-000054,impersonation,2026-05-30 23:48:58,trusted_flagger
REP-000284,COM-000599,ACC-000054,scam,2026-05-28 01:06:55,user
REP-000285,COM-000621,ACC-000058,spam,2026-05-13 18:46:37,user
REP-000286,COM-000622,ACC-000058,misinformation,2026-05-27 04:31:54,user
REP-000287,COM-000627,ACC-000058,spam,2026-05-03 17:37:50,automated_system
REP-000288,COM-000628,ACC-000058,spam,2026-05-27 06:32:46,user
REP-000289,COM-000628,ACC-000058,misinformation,2026-05-25 08:02:29,automated_system
REP-000290,COM-000629,ACC-000058,spam,2026-04-14 23:29:57,user
REP-000291,COM-000629,ACC-000058,misinformation,2026-04-16 13:25:11,user
REP-000292,COM-000630,ACC-000058,misinformation,2026-05-02 01:23:50,trusted_flagger
REP-000293,COM-000631,ACC-000058,spam,2026-05-23 17:12:42,user
REP-000294,COM-000631,ACC-000058,misinformation,2026-05-24 18:46:12,automated_system
REP-000295,COM-000634,ACC-000058,misinformation,2026-04-17 17:01:17,user
REP-000296,COM-000634,ACC-000058,misinformation,2026-04-17 05:21:09,trusted_flagger
REP-000297,COM-000636,ACC-000058,misinformation,2026-05-28 10:41:07,automated_system
REP-000298,COM-000636,ACC-000058,misinformation,2026-05-30 07:23:40,user
REP-000299,COM-000640,ACC-000058,misinformation,2026-05-16 07:46:06,user
REP-000300,COM-000643,ACC-000058,spam,2026-06-01 06:32:46,trusted_flagger
REP-000301,COM-000643,ACC-000058,misinformation,2026-06-01 23:39:50,automated_system
REP-000302,COM-000643,ACC-000058,misinformation,2026-05-30 22:28:34,user
REP-000303,COM-000646,ACC-000058,misinformation,2026-04-20 18:39:27,automated_system
REP-000304,COM-000646,ACC-000058,spam,2026-04-22 21:20:55,automated_system
REP-000305,COM-000646,ACC-000058,spam,2026-04-23 14:46:30,user
REP-000306,COM-000647,ACC-000058,misinformation,2026-05-08 18:35:55,automated_system
REP-000307,COM-000648,ACC-000058,misinformation,2026-05-04 09:06:27,user
REP-000308,COM-000653,ACC-000058,spam,2026-05-20 16:10:49,user
REP-000309,COM-000654,ACC-000058,misinformation,2026-05-27 04:00:48,automated_system
REP-000310,COM-000664,ACC-000061,harassment,2025-06-26 15:44:16,user
REP-000311,COM-000666,ACC-000061,spam,2025-12-06 07:15:28,trusted_flagger
REP-000312,COM-000669,ACC-000061,spam,2025-12-03 04:41:09,automated_system
REP-000313,COM-000669,ACC-000061,harassment,2025-12-03 21:13:32,user
REP-000314,COM-000669,ACC-000061,hate_speech,2025-12-05 20:48:02,automated_system
REP-000315,COM-000671,ACC-000061,hate_speech,2026-04-06 22:05:04,user
REP-000316,COM-000671,ACC-000061,harassment,2026-04-06 04:00:36,user
REP-000317,COM-000671,ACC-000061,spam,2026-04-03 12:18:09,automated_system
REP-000318,COM-000673,ACC-000061,hate_speech,2025-02-05 16:42:30,user
REP-000319,COM-000673,ACC-000061,spam,2025-02-05 13:28:53,user
REP-000320,COM-000673,ACC-000061,harassment,2025-02-03 22:49:47,automated_system
REP-000321,COM-000677,ACC-000061,spam,2025-02-16 18:34:21,trusted_flagger
REP-000322,COM-000678,ACC-000061,harassment,2025-04-05 21:38:26,automated_system
REP-000323,COM-000678,ACC-000061,hate_speech,2025-04-06 20:50:15,user
REP-000324,COM-000679,ACC-000061,harassment,2025-09-23 15:29:32,user
REP-000325,COM-000679,ACC-000061,spam,2025-09-22 04:03:13,user
REP-000326,COM-000680,ACC-000061,hate_speech,2025-12-07 22:55:24,user
REP-000327,COM-000680,ACC-000061,hate_speech,2025-12-08 19:49:22,trusted_flagger
REP-000328,COM-000680,ACC-000061,hate_speech,2025-12-09 19:00:51,user
REP-000329,COM-000680,ACC-000061,harassment,2025-12-09 23:23:12,trusted_flagger
REP-000330,COM-000681,ACC-000061,spam,2025-11-30 15:02:42,automated_system
REP-000331,COM-000682,ACC-000061,spam,2026-01-25 18:10:46,user
REP-000332,COM-000682,ACC-000061,spam,2026-01-23 11:53:08,user
REP-000333,COM-000683,ACC-000061,spam,2025-05-17 23:02:55,user
REP-000334,COM-000685,ACC-000061,hate_speech,2025-10-30 17:58:56,trusted_flagger
REP-000335,COM-000685,ACC-000061,harassment,2025-10-30 14:04:51,user
REP-000336,COM-000686,ACC-000061,harassment,2026-03-04 18:37:36,trusted_flagger
REP-000337,COM-000687,ACC-000061,harassment,2025-02-15 07:12:36,automated_system
REP-000338,COM-000687,ACC-000061,hate_speech,2025-02-14 13:46:57,trusted_flagger
REP-000339,COM-000687,ACC-000061,spam,2025-02-12 05:19:48,user
REP-000340,COM-000688,ACC-000061,hate_speech,2025-04-13 12:31:32,user
REP-000341,COM-000688,ACC-000061,hate_speech,2025-04-16 07:44:51,user
REP-000342,COM-000689,ACC-000061,harassment,2025-03-05 21:07:24,user
REP-000343,COM-000702,ACC-000065,spam,2026-05-30 14:35:29,user
REP-000344,COM-000702,ACC-000065,spam,2026-06-02 22:28:28,automated_system
